date,route_code,route_name,vessel_type,rate_per_barrel,currency
2022-03-21,TC1,UK Continent to US Atlantic,VLCC,12.594,USD
2022-03-22,TC1,UK Continent to US Atlantic,VLCC,12.596,USD
2022-03-23,TC1,UK Continent to US Atlantic,VLCC,12.412,USD
2022-03-24,TC1,UK Continent to US Atlantic,VLCC,12.42,USD
2022-03-25,TC1,UK Continent to US Atlantic,VLCC,12.383,USD
2022-03-26,TC1,UK Continent to US Atlantic,VLCC,12.673,USD
2022-03-27,TC1,UK Continent to US Atlantic,VLCC,12.748,USD
2022-03-28,TC1,UK Continent to US Atlantic,VLCC,12.4,USD
2022-03-29,TC1,UK Continent to US Atlantic,VLCC,12.158,USD
2022-03-30,TC1,UK Continent to US Atlantic,VLCC,12.157,USD
2022-03-31,TC1,UK Continent to US Atlantic,VLCC,11.977,USD
2022-04-01,TC1,UK Continent to US Atlantic,VLCC,11.431,USD
2022-04-02,TC1,UK Continent to US Atlantic,VLCC,11.669,USD
2022-04-03,TC1,UK Continent to US Atlantic,VLCC,11.791,USD
2022-04-04,TC1,UK Continent to US Atlantic,VLCC,11.876,USD
2022-04-05,TC1,UK Continent to US Atlantic,VLCC,11.755,USD
2022-04-06,TC1,UK Continent to US Atlantic,VLCC,11.822,USD
2022-04-07,TC1,UK Continent to US Atlantic,VLCC,11.683,USD
2022-04-08,TC1,UK Continent to US Atlantic,VLCC,11.71,USD
2022-04-09,TC1,UK Continent to US Atlantic,VLCC,11.532,USD
2022-04-10,TC1,UK Continent to US Atlantic,VLCC,11.796,USD
2022-04-11,TC1,UK Continent to US Atlantic,VLCC,11.5,USD
2022-04-12,TC1,UK Continent to US Atlantic,VLCC,11.712,USD
2022-04-13,TC1,UK Continent to US Atlantic,VLCC,11.706,USD
2022-04-14,TC1,UK Continent to US Atlantic,VLCC,11.604,USD
2022-04-15,TC1,UK Continent to US Atlantic,VLCC,11.622,USD
2022-04-16,TC1,UK Continent to US Atlantic,VLCC,11.741,USD
2022-04-17,TC1,UK Continent to US Atlantic,VLCC,11.973,USD
2022-04-18,TC1,UK Continent to US Atlantic,VLCC,12.012,USD
2022-04-19,TC1,UK Continent to US Atlantic,VLCC,11.832,USD
2022-04-20,TC1,UK Continent to US Atlantic,VLCC,11.825,USD
2022-04-21,TC1,UK Continent to US Atlantic,VLCC,12.136,USD
2022-04-22,TC1,UK Continent to US Atlantic,VLCC,12.358,USD
2022-04-23,TC1,UK Continent to US Atlantic,VLCC,12.499,USD
2022-04-24,TC1,UK Continent to US Atlantic,VLCC,12.617,USD
2022-04-25,TC1,UK Continent to US Atlantic,VLCC,12.717,USD
2022-04-26,TC1,UK Continent to US Atlantic,VLCC,12.898,USD
2022-04-27,TC1,UK Continent to US Atlantic,VLCC,12.785,USD
2022-04-28,TC1,UK Continent to US Atlantic,VLCC,12.51,USD
2022-04-29,TC1,UK Continent to US Atlantic,VLCC,12.495,USD
2022-04-30,TC1,UK Continent to US Atlantic,VLCC,12.32,USD
2022-05-01,TC1,UK Continent to US Atlantic,VLCC,12.103,USD
2022-05-02,TC1,UK Continent to US Atlantic,VLCC,11.948,USD
2022-05-03,TC1,UK Continent to US Atlantic,VLCC,12.374,USD
2022-05-04,TC1,UK Continent to US Atlantic,VLCC,12.371,USD
2022-05-05,TC1,UK Continent to US Atlantic,VLCC,12.408,USD
2022-05-06,TC1,UK Continent to US Atlantic,VLCC,12.159,USD
2022-05-07,TC1,UK Continent to US Atlantic,VLCC,11.799,USD
2022-05-08,TC1,UK Continent to US Atlantic,VLCC,11.627,USD
2022-05-09,TC1,UK Continent to US Atlantic,VLCC,11.865,USD
2022-05-10,TC1,UK Continent to US Atlantic,VLCC,11.901,USD
2022-05-11,TC1,UK Continent to US Atlantic,VLCC,11.984,USD
2022-05-12,TC1,UK Continent to US Atlantic,VLCC,12.091,USD
2022-05-13,TC1,UK Continent to US Atlantic,VLCC,11.956,USD
2022-05-14,TC1,UK Continent to US Atlantic,VLCC,12.18,USD
2022-05-15,TC1,UK Continent to US Atlantic,VLCC,12.037,USD
2022-05-16,TC1,UK Continent to US Atlantic,VLCC,12.263,USD
2022-05-17,TC1,UK Continent to US Atlantic,VLCC,12.312,USD
2022-05-18,TC1,UK Continent to US Atlantic,VLCC,11.957,USD
2022-05-19,TC1,UK Continent to US Atlantic,VLCC,11.794,USD
2022-05-20,TC1,UK Continent to US Atlantic,VLCC,11.445,USD
2022-05-21,TC1,UK Continent to US Atlantic,VLCC,11.632,USD
2022-05-22,TC1,UK Continent to US Atlantic,VLCC,11.602,USD
2022-05-23,TC1,UK Continent to US Atlantic,VLCC,11.174,USD
2022-05-24,TC1,UK Continent to US Atlantic,VLCC,11.22,USD
2022-05-25,TC1,UK Continent to US Atlantic,VLCC,11.101,USD
2022-05-26,TC1,UK Continent to US Atlantic,VLCC,10.812,USD
2022-05-27,TC1,UK Continent to US Atlantic,VLCC,11.097,USD
2022-05-28,TC1,UK Continent to US Atlantic,VLCC,11.095,USD
2022-05-29,TC1,UK Continent to US Atlantic,VLCC,11.02,USD
2022-05-30,TC1,UK Continent to US Atlantic,VLCC,10.927,USD
2022-05-31,TC1,UK Continent to US Atlantic,VLCC,10.633,USD
2022-06-01,TC1,UK Continent to US Atlantic,VLCC,10.38,USD
2022-06-02,TC1,UK Continent to US Atlantic,VLCC,10.597,USD
2022-06-03,TC1,UK Continent to US Atlantic,VLCC,10.494,USD
2022-06-04,TC1,UK Continent to US Atlantic,VLCC,10.482,USD
2022-06-05,TC1,UK Continent to US Atlantic,VLCC,10.096,USD
2022-06-06,TC1,UK Continent to US Atlantic,VLCC,9.845,USD
2022-06-07,TC1,UK Continent to US Atlantic,VLCC,9.945,USD
2022-06-08,TC1,UK Continent to US Atlantic,VLCC,10.002,USD
2022-06-09,TC1,UK Continent to US Atlantic,VLCC,10.306,USD
2022-06-10,TC1,UK Continent to US Atlantic,VLCC,10.534,USD
2022-06-11,TC1,UK Continent to US Atlantic,VLCC,10.475,USD
2022-06-12,TC1,UK Continent to US Atlantic,VLCC,10.543,USD
2022-06-13,TC1,UK Continent to US Atlantic,VLCC,10.468,USD
2022-06-14,TC1,UK Continent to US Atlantic,VLCC,10.822,USD
2022-06-15,TC1,UK Continent to US Atlantic,VLCC,11.009,USD
2022-06-16,TC1,UK Continent to US Atlantic,VLCC,11.017,USD
2022-06-17,TC1,UK Continent to US Atlantic,VLCC,11.031,USD
2022-06-18,TC1,UK Continent to US Atlantic,VLCC,11.269,USD
2022-06-19,TC1,UK Continent to US Atlantic,VLCC,11.349,USD
2022-06-20,TC1,UK Continent to US Atlantic,VLCC,11.604,USD
2022-06-21,TC1,UK Continent to US Atlantic,VLCC,11.179,USD
2022-06-22,TC1,UK Continent to US Atlantic,VLCC,11.238,USD
2022-06-23,TC1,UK Continent to US Atlantic,VLCC,11.12,USD
2022-06-24,TC1,UK Continent to US Atlantic,VLCC,11.414,USD
2022-06-25,TC1,UK Continent to US Atlantic,VLCC,11.667,USD
2022-06-26,TC1,UK Continent to US Atlantic,VLCC,11.644,USD
2022-06-27,TC1,UK Continent to US Atlantic,VLCC,11.892,USD
2022-06-28,TC1,UK Continent to US Atlantic,VLCC,12.183,USD
2022-06-29,TC1,UK Continent to US Atlantic,VLCC,12.163,USD
2022-06-30,TC1,UK Continent to US Atlantic,VLCC,12.576,USD
2022-07-01,TC1,UK Continent to US Atlantic,VLCC,12.532,USD
2022-07-02,TC1,UK Continent to US Atlantic,VLCC,12.456,USD
2022-07-03,TC1,UK Continent to US Atlantic,VLCC,12.576,USD
2022-07-04,TC1,UK Continent to US Atlantic,VLCC,12.475,USD
2022-07-05,TC1,UK Continent to US Atlantic,VLCC,12.454,USD
2022-07-06,TC1,UK Continent to US Atlantic,VLCC,12.672,USD
2022-07-07,TC1,UK Continent to US Atlantic,VLCC,12.637,USD
2022-07-08,TC1,UK Continent to US Atlantic,VLCC,12.294,USD
2022-07-09,TC1,UK Continent to US Atlantic,VLCC,12.326,USD
2022-07-10,TC1,UK Continent to US Atlantic,VLCC,12.166,USD
2022-07-11,TC1,UK Continent to US Atlantic,VLCC,12.29,USD
2022-07-12,TC1,UK Continent to US Atlantic,VLCC,12.382,USD
2022-07-13,TC1,UK Continent to US Atlantic,VLCC,12.614,USD
2022-07-14,TC1,UK Continent to US Atlantic,VLCC,12.741,USD
2022-07-15,TC1,UK Continent to US Atlantic,VLCC,12.901,USD
2022-07-16,TC1,UK Continent to US Atlantic,VLCC,12.741,USD
2022-07-17,TC1,UK Continent to US Atlantic,VLCC,12.849,USD
2022-07-18,TC1,UK Continent to US Atlantic,VLCC,13.167,USD
2022-07-19,TC1,UK Continent to US Atlantic,VLCC,13.002,USD
2022-07-20,TC1,UK Continent to US Atlantic,VLCC,13.288,USD
2022-07-21,TC1,UK Continent to US Atlantic,VLCC,13.147,USD
2022-07-22,TC1,UK Continent to US Atlantic,VLCC,12.953,USD
2022-07-23,TC1,UK Continent to US Atlantic,VLCC,12.969,USD
2022-07-24,TC1,UK Continent to US Atlantic,VLCC,13.06,USD
2022-07-25,TC1,UK Continent to US Atlantic,VLCC,13.187,USD
2022-07-26,TC1,UK Continent to US Atlantic,VLCC,12.973,USD
2022-07-27,TC1,UK Continent to US Atlantic,VLCC,13.015,USD
2022-07-28,TC1,UK Continent to US Atlantic,VLCC,12.854,USD
2022-07-29,TC1,UK Continent to US Atlantic,VLCC,12.55,USD
2022-07-30,TC1,UK Continent to US Atlantic,VLCC,12.35,USD
2022-07-31,TC1,UK Continent to US Atlantic,VLCC,12.185,USD
2022-08-01,TC1,UK Continent to US Atlantic,VLCC,12.251,USD
2022-08-02,TC1,UK Continent to US Atlantic,VLCC,12.432,USD
2022-08-03,TC1,UK Continent to US Atlantic,VLCC,12.136,USD
2022-08-04,TC1,UK Continent to US Atlantic,VLCC,12.174,USD
2022-08-05,TC1,UK Continent to US Atlantic,VLCC,11.935,USD
2022-08-06,TC1,UK Continent to US Atlantic,VLCC,12.025,USD
2022-08-07,TC1,UK Continent to US Atlantic,VLCC,11.888,USD
2022-08-08,TC1,UK Continent to US Atlantic,VLCC,11.676,USD
2022-08-09,TC1,UK Continent to US Atlantic,VLCC,11.801,USD
2022-08-10,TC1,UK Continent to US Atlantic,VLCC,11.674,USD
2022-08-11,TC1,UK Continent to US Atlantic,VLCC,11.598,USD
2022-08-12,TC1,UK Continent to US Atlantic,VLCC,11.179,USD
2022-08-13,TC1,UK Continent to US Atlantic,VLCC,11.336,USD
2022-08-14,TC1,UK Continent to US Atlantic,VLCC,11.47,USD
2022-08-15,TC1,UK Continent to US Atlantic,VLCC,11.455,USD
2022-08-16,TC1,UK Continent to US Atlantic,VLCC,11.164,USD
2022-08-17,TC1,UK Continent to US Atlantic,VLCC,11.371,USD
2022-08-18,TC1,UK Continent to US Atlantic,VLCC,11.237,USD
2022-08-19,TC1,UK Continent to US Atlantic,VLCC,11.144,USD
2022-08-20,TC1,UK Continent to US Atlantic,VLCC,11.551,USD
2022-08-21,TC1,UK Continent to US Atlantic,VLCC,11.41,USD
2022-08-22,TC1,UK Continent to US Atlantic,VLCC,11.532,USD
2022-08-23,TC1,UK Continent to US Atlantic,VLCC,11.621,USD
2022-08-24,TC1,UK Continent to US Atlantic,VLCC,11.678,USD
2022-08-25,TC1,UK Continent to US Atlantic,VLCC,11.715,USD
2022-08-26,TC1,UK Continent to US Atlantic,VLCC,11.77,USD
2022-08-27,TC1,UK Continent to US Atlantic,VLCC,11.805,USD
2022-08-28,TC1,UK Continent to US Atlantic,VLCC,11.782,USD
2022-08-29,TC1,UK Continent to US Atlantic,VLCC,12.043,USD
2022-08-30,TC1,UK Continent to US Atlantic,VLCC,11.79,USD
2022-08-31,TC1,UK Continent to US Atlantic,VLCC,11.963,USD
2022-09-01,TC1,UK Continent to US Atlantic,VLCC,12.098,USD
2022-09-02,TC1,UK Continent to US Atlantic,VLCC,12.21,USD
2022-09-03,TC1,UK Continent to US Atlantic,VLCC,12.397,USD
2022-09-04,TC1,UK Continent to US Atlantic,VLCC,12.364,USD
2022-09-05,TC1,UK Continent to US Atlantic,VLCC,12.011,USD
2022-09-06,TC1,UK Continent to US Atlantic,VLCC,11.986,USD
2022-09-07,TC1,UK Continent to US Atlantic,VLCC,11.796,USD
2022-09-08,TC1,UK Continent to US Atlantic,VLCC,11.655,USD
2022-09-09,TC1,UK Continent to US Atlantic,VLCC,11.424,USD
2022-09-10,TC1,UK Continent to US Atlantic,VLCC,11.334,USD
2022-09-11,TC1,UK Continent to US Atlantic,VLCC,11.224,USD
2022-09-12,TC1,UK Continent to US Atlantic,VLCC,10.793,USD
2022-09-13,TC1,UK Continent to US Atlantic,VLCC,10.924,USD
2022-09-14,TC1,UK Continent to US Atlantic,VLCC,11.328,USD
2022-09-15,TC1,UK Continent to US Atlantic,VLCC,11.437,USD
2022-09-16,TC1,UK Continent to US Atlantic,VLCC,11.399,USD
2022-09-17,TC1,UK Continent to US Atlantic,VLCC,11.389,USD
2022-09-18,TC1,UK Continent to US Atlantic,VLCC,11.313,USD
2022-09-19,TC1,UK Continent to US Atlantic,VLCC,11.331,USD
2022-09-20,TC1,UK Continent to US Atlantic,VLCC,11.326,USD
2022-09-21,TC1,UK Continent to US Atlantic,VLCC,11.176,USD
2022-09-22,TC1,UK Continent to US Atlantic,VLCC,11.484,USD
2022-09-23,TC1,UK Continent to US Atlantic,VLCC,11.217,USD
2022-09-24,TC1,UK Continent to US Atlantic,VLCC,11.352,USD
2022-09-25,TC1,UK Continent to US Atlantic,VLCC,11.337,USD
2022-09-26,TC1,UK Continent to US Atlantic,VLCC,11.685,USD
2022-09-27,TC1,UK Continent to US Atlantic,VLCC,11.749,USD
2022-09-28,TC1,UK Continent to US Atlantic,VLCC,11.685,USD
2022-09-29,TC1,UK Continent to US Atlantic,VLCC,11.642,USD
2022-09-30,TC1,UK Continent to US Atlantic,VLCC,11.653,USD
2022-10-01,TC1,UK Continent to US Atlantic,VLCC,11.45,USD
2022-10-02,TC1,UK Continent to US Atlantic,VLCC,11.318,USD
2022-10-03,TC1,UK Continent to US Atlantic,VLCC,11.003,USD
2022-10-04,TC1,UK Continent to US Atlantic,VLCC,10.848,USD
2022-10-05,TC1,UK Continent to US Atlantic,VLCC,10.878,USD
2022-10-06,TC1,UK Continent to US Atlantic,VLCC,10.946,USD
2022-10-07,TC1,UK Continent to US Atlantic,VLCC,10.602,USD
2022-10-08,TC1,UK Continent to US Atlantic,VLCC,10.595,USD
2022-10-09,TC1,UK Continent to US Atlantic,VLCC,10.714,USD
2022-10-10,TC1,UK Continent to US Atlantic,VLCC,10.702,USD
2022-10-11,TC1,UK Continent to US Atlantic,VLCC,10.605,USD
2022-10-12,TC1,UK Continent to US Atlantic,VLCC,10.55,USD
2022-10-13,TC1,UK Continent to US Atlantic,VLCC,10.472,USD
2022-10-14,TC1,UK Continent to US Atlantic,VLCC,10.378,USD
2022-10-15,TC1,UK Continent to US Atlantic,VLCC,10.432,USD
2022-10-16,TC1,UK Continent to US Atlantic,VLCC,10.872,USD
2022-10-17,TC1,UK Continent to US Atlantic,VLCC,10.756,USD
2022-10-18,TC1,UK Continent to US Atlantic,VLCC,10.719,USD
2022-10-19,TC1,UK Continent to US Atlantic,VLCC,10.73,USD
2022-10-20,TC1,UK Continent to US Atlantic,VLCC,10.627,USD
2022-10-21,TC1,UK Continent to US Atlantic,VLCC,10.848,USD
2022-10-22,TC1,UK Continent to US Atlantic,VLCC,10.441,USD
2022-10-23,TC1,UK Continent to US Atlantic,VLCC,10.37,USD
2022-10-24,TC1,UK Continent to US Atlantic,VLCC,10.544,USD
2022-10-25,TC1,UK Continent to US Atlantic,VLCC,10.516,USD
2022-10-26,TC1,UK Continent to US Atlantic,VLCC,10.394,USD
2022-10-27,TC1,UK Continent to US Atlantic,VLCC,10.501,USD
2022-10-28,TC1,UK Continent to US Atlantic,VLCC,10.691,USD
2022-10-29,TC1,UK Continent to US Atlantic,VLCC,10.754,USD
2022-10-30,TC1,UK Continent to US Atlantic,VLCC,10.634,USD
2022-10-31,TC1,UK Continent to US Atlantic,VLCC,10.743,USD
2022-11-01,TC1,UK Continent to US Atlantic,VLCC,10.696,USD
2022-11-02,TC1,UK Continent to US Atlantic,VLCC,10.857,USD
2022-11-03,TC1,UK Continent to US Atlantic,VLCC,11.15,USD
2022-11-04,TC1,UK Continent to US Atlantic,VLCC,10.702,USD
2022-11-05,TC1,UK Continent to US Atlantic,VLCC,10.75,USD
2022-11-06,TC1,UK Continent to US Atlantic,VLCC,10.463,USD
2022-11-07,TC1,UK Continent to US Atlantic,VLCC,10.935,USD
2022-11-08,TC1,UK Continent to US Atlantic,VLCC,10.876,USD
2022-11-09,TC1,UK Continent to US Atlantic,VLCC,11.038,USD
2022-11-10,TC1,UK Continent to US Atlantic,VLCC,11.057,USD
2022-11-11,TC1,UK Continent to US Atlantic,VLCC,10.938,USD
2022-11-12,TC1,UK Continent to US Atlantic,VLCC,10.798,USD
2022-11-13,TC1,UK Continent to US Atlantic,VLCC,11.114,USD
2022-11-14,TC1,UK Continent to US Atlantic,VLCC,11.312,USD
2022-11-15,TC1,UK Continent to US Atlantic,VLCC,11.688,USD
2022-11-16,TC1,UK Continent to US Atlantic,VLCC,11.719,USD
2022-11-17,TC1,UK Continent to US Atlantic,VLCC,11.791,USD
2022-11-18,TC1,UK Continent to US Atlantic,VLCC,11.763,USD
2022-11-19,TC1,UK Continent to US Atlantic,VLCC,11.732,USD
2022-11-20,TC1,UK Continent to US Atlantic,VLCC,11.565,USD
2022-11-21,TC1,UK Continent to US Atlantic,VLCC,11.603,USD
2022-11-22,TC1,UK Continent to US Atlantic,VLCC,11.484,USD
2022-11-23,TC1,UK Continent to US Atlantic,VLCC,11.588,USD
2022-11-24,TC1,UK Continent to US Atlantic,VLCC,11.642,USD
2022-11-25,TC1,UK Continent to US Atlantic,VLCC,11.718,USD
2022-11-26,TC1,UK Continent to US Atlantic,VLCC,12.043,USD
2022-11-27,TC1,UK Continent to US Atlantic,VLCC,12.056,USD
2022-11-28,TC1,UK Continent to US Atlantic,VLCC,12.212,USD
2022-11-29,TC1,UK Continent to US Atlantic,VLCC,12.601,USD
2022-11-30,TC1,UK Continent to US Atlantic,VLCC,12.852,USD
2022-12-01,TC1,UK Continent to US Atlantic,VLCC,13.072,USD
2022-12-02,TC1,UK Continent to US Atlantic,VLCC,13.027,USD
2022-12-03,TC1,UK Continent to US Atlantic,VLCC,13.079,USD
2022-12-04,TC1,UK Continent to US Atlantic,VLCC,12.851,USD
2022-12-05,TC1,UK Continent to US Atlantic,VLCC,12.954,USD
2022-12-06,TC1,UK Continent to US Atlantic,VLCC,13.016,USD
2022-12-07,TC1,UK Continent to US Atlantic,VLCC,13.031,USD
2022-12-08,TC1,UK Continent to US Atlantic,VLCC,13.228,USD
2022-12-09,TC1,UK Continent to US Atlantic,VLCC,13.019,USD
2022-12-10,TC1,UK Continent to US Atlantic,VLCC,13.326,USD
2022-12-11,TC1,UK Continent to US Atlantic,VLCC,13.497,USD
2022-12-12,TC1,UK Continent to US Atlantic,VLCC,13.491,USD
2022-12-13,TC1,UK Continent to US Atlantic,VLCC,13.472,USD
2022-12-14,TC1,UK Continent to US Atlantic,VLCC,13.566,USD
2022-12-15,TC1,UK Continent to US Atlantic,VLCC,13.847,USD
2022-12-16,TC1,UK Continent to US Atlantic,VLCC,13.869,USD
2022-12-17,TC1,UK Continent to US Atlantic,VLCC,13.898,USD
2022-12-18,TC1,UK Continent to US Atlantic,VLCC,13.904,USD
2022-12-19,TC1,UK Continent to US Atlantic,VLCC,14.229,USD
2022-12-20,TC1,UK Continent to US Atlantic,VLCC,14.163,USD
2022-12-21,TC1,UK Continent to US Atlantic,VLCC,14.158,USD
2022-12-22,TC1,UK Continent to US Atlantic,VLCC,14.423,USD
2022-12-23,TC1,UK Continent to US Atlantic,VLCC,14.447,USD
2022-12-24,TC1,UK Continent to US Atlantic,VLCC,14.65,USD
2022-12-25,TC1,UK Continent to US Atlantic,VLCC,14.481,USD
2022-12-26,TC1,UK Continent to US Atlantic,VLCC,14.441,USD
2022-12-27,TC1,UK Continent to US Atlantic,VLCC,14.706,USD
2022-12-28,TC1,UK Continent to US Atlantic,VLCC,14.579,USD
2022-12-29,TC1,UK Continent to US Atlantic,VLCC,14.547,USD
2022-12-30,TC1,UK Continent to US Atlantic,VLCC,14.59,USD
2022-12-31,TC1,UK Continent to US Atlantic,VLCC,14.407,USD
2023-01-01,TC1,UK Continent to US Atlantic,VLCC,14.329,USD
2023-01-02,TC1,UK Continent to US Atlantic,VLCC,14.348,USD
2023-01-03,TC1,UK Continent to US Atlantic,VLCC,14.354,USD
2023-01-04,TC1,UK Continent to US Atlantic,VLCC,14.583,USD
2023-01-05,TC1,UK Continent to US Atlantic,VLCC,14.857,USD
2023-01-06,TC1,UK Continent to US Atlantic,VLCC,14.694,USD
2023-01-07,TC1,UK Continent to US Atlantic,VLCC,14.708,USD
2023-01-08,TC1,UK Continent to US Atlantic,VLCC,14.823,USD
2023-01-09,TC1,UK Continent to US Atlantic,VLCC,15.09,USD
2023-01-10,TC1,UK Continent to US Atlantic,VLCC,15.209,USD
2023-01-11,TC1,UK Continent to US Atlantic,VLCC,15.249,USD
2023-01-12,TC1,UK Continent to US Atlantic,VLCC,15.357,USD
2023-01-13,TC1,UK Continent to US Atlantic,VLCC,15.465,USD
2023-01-14,TC1,UK Continent to US Atlantic,VLCC,15.282,USD
2023-01-15,TC1,UK Continent to US Atlantic,VLCC,15.303,USD
2023-01-16,TC1,UK Continent to US Atlantic,VLCC,15.553,USD
2023-01-17,TC1,UK Continent to US Atlantic,VLCC,15.499,USD
2023-01-18,TC1,UK Continent to US Atlantic,VLCC,15.506,USD
2023-01-19,TC1,UK Continent to US Atlantic,VLCC,15.446,USD
2023-01-20,TC1,UK Continent to US Atlantic,VLCC,15.011,USD
2023-01-21,TC1,UK Continent to US Atlantic,VLCC,15.003,USD
2023-01-22,TC1,UK Continent to US Atlantic,VLCC,15.045,USD
2023-01-23,TC1,UK Continent to US Atlantic,VLCC,14.939,USD
2023-01-24,TC1,UK Continent to US Atlantic,VLCC,14.718,USD
2023-01-25,TC1,UK Continent to US Atlantic,VLCC,14.549,USD
2023-01-26,TC1,UK Continent to US Atlantic,VLCC,14.678,USD
2023-01-27,TC1,UK Continent to US Atlantic,VLCC,15.024,USD
2023-01-28,TC1,UK Continent to US Atlantic,VLCC,15.26,USD
2023-01-29,TC1,UK Continent to US Atlantic,VLCC,15.0,USD
2023-01-30,TC1,UK Continent to US Atlantic,VLCC,15.14,USD
2023-01-31,TC1,UK Continent to US Atlantic,VLCC,15.003,USD
2023-02-01,TC1,UK Continent to US Atlantic,VLCC,14.883,USD
2023-02-02,TC1,UK Continent to US Atlantic,VLCC,14.785,USD
2023-02-03,TC1,UK Continent to US Atlantic,VLCC,14.899,USD
2023-02-04,TC1,UK Continent to US Atlantic,VLCC,15.057,USD
2023-02-05,TC1,UK Continent to US Atlantic,VLCC,15.022,USD
2023-02-06,TC1,UK Continent to US Atlantic,VLCC,14.991,USD
2023-02-07,TC1,UK Continent to US Atlantic,VLCC,15.057,USD
2023-02-08,TC1,UK Continent to US Atlantic,VLCC,15.142,USD
2023-02-09,TC1,UK Continent to US Atlantic,VLCC,15.335,USD
2023-02-10,TC1,UK Continent to US Atlantic,VLCC,15.081,USD
2023-02-11,TC1,UK Continent to US Atlantic,VLCC,15.065,USD
2023-02-12,TC1,UK Continent to US Atlantic,VLCC,14.853,USD
2023-02-13,TC1,UK Continent to US Atlantic,VLCC,14.825,USD
2023-02-14,TC1,UK Continent to US Atlantic,VLCC,14.766,USD
2023-02-15,TC1,UK Continent to US Atlantic,VLCC,14.74,USD
2023-02-16,TC1,UK Continent to US Atlantic,VLCC,14.577,USD
2023-02-17,TC1,UK Continent to US Atlantic,VLCC,14.292,USD
2023-02-18,TC1,UK Continent to US Atlantic,VLCC,13.899,USD
2023-02-19,TC1,UK Continent to US Atlantic,VLCC,13.865,USD
2023-02-20,TC1,UK Continent to US Atlantic,VLCC,13.776,USD
2023-02-21,TC1,UK Continent to US Atlantic,VLCC,13.643,USD
2023-02-22,TC1,UK Continent to US Atlantic,VLCC,13.873,USD
2023-02-23,TC1,UK Continent to US Atlantic,VLCC,13.705,USD
2023-02-24,TC1,UK Continent to US Atlantic,VLCC,13.95,USD
2023-02-25,TC1,UK Continent to US Atlantic,VLCC,14.23,USD
2023-02-26,TC1,UK Continent to US Atlantic,VLCC,13.86,USD
2023-02-27,TC1,UK Continent to US Atlantic,VLCC,13.863,USD
2023-02-28,TC1,UK Continent to US Atlantic,VLCC,13.776,USD
2023-03-01,TC1,UK Continent to US Atlantic,VLCC,13.236,USD
2023-03-02,TC1,UK Continent to US Atlantic,VLCC,12.966,USD
2023-03-03,TC1,UK Continent to US Atlantic,VLCC,13.1,USD
2023-03-04,TC1,UK Continent to US Atlantic,VLCC,13.456,USD
2023-03-05,TC1,UK Continent to US Atlantic,VLCC,13.607,USD
2023-03-06,TC1,UK Continent to US Atlantic,VLCC,13.651,USD
2023-03-07,TC1,UK Continent to US Atlantic,VLCC,13.632,USD
2023-03-08,TC1,UK Continent to US Atlantic,VLCC,13.92,USD
2023-03-09,TC1,UK Continent to US Atlantic,VLCC,14.29,USD
2023-03-10,TC1,UK Continent to US Atlantic,VLCC,14.16,USD
2023-03-11,TC1,UK Continent to US Atlantic,VLCC,13.777,USD
2023-03-12,TC1,UK Continent to US Atlantic,VLCC,13.379,USD
2023-03-13,TC1,UK Continent to US Atlantic,VLCC,13.602,USD
2023-03-14,TC1,UK Continent to US Atlantic,VLCC,13.576,USD
2023-03-15,TC1,UK Continent to US Atlantic,VLCC,13.59,USD
2023-03-16,TC1,UK Continent to US Atlantic,VLCC,13.248,USD
2023-03-17,TC1,UK Continent to US Atlantic,VLCC,13.096,USD
2023-03-18,TC1,UK Continent to US Atlantic,VLCC,13.028,USD
2023-03-19,TC1,UK Continent to US Atlantic,VLCC,13.051,USD
2023-03-20,TC1,UK Continent to US Atlantic,VLCC,12.963,USD
2023-03-21,TC1,UK Continent to US Atlantic,VLCC,12.761,USD
2023-03-22,TC1,UK Continent to US Atlantic,VLCC,12.605,USD
2023-03-23,TC1,UK Continent to US Atlantic,VLCC,12.812,USD
2023-03-24,TC1,UK Continent to US Atlantic,VLCC,12.841,USD
2023-03-25,TC1,UK Continent to US Atlantic,VLCC,12.936,USD
2023-03-26,TC1,UK Continent to US Atlantic,VLCC,12.756,USD
2023-03-27,TC1,UK Continent to US Atlantic,VLCC,12.207,USD
2023-03-28,TC1,UK Continent to US Atlantic,VLCC,12.102,USD
2023-03-29,TC1,UK Continent to US Atlantic,VLCC,11.935,USD
2023-03-30,TC1,UK Continent to US Atlantic,VLCC,11.989,USD
2023-03-31,TC1,UK Continent to US Atlantic,VLCC,12.573,USD
2023-04-01,TC1,UK Continent to US Atlantic,VLCC,12.682,USD
2023-04-02,TC1,UK Continent to US Atlantic,VLCC,13.159,USD
2023-04-03,TC1,UK Continent to US Atlantic,VLCC,13.239,USD
2023-04-04,TC1,UK Continent to US Atlantic,VLCC,13.101,USD
2023-04-05,TC1,UK Continent to US Atlantic,VLCC,13.14,USD
2023-04-06,TC1,UK Continent to US Atlantic,VLCC,13.438,USD
2023-04-07,TC1,UK Continent to US Atlantic,VLCC,13.741,USD
2023-04-08,TC1,UK Continent to US Atlantic,VLCC,13.606,USD
2023-04-09,TC1,UK Continent to US Atlantic,VLCC,13.622,USD
2023-04-10,TC1,UK Continent to US Atlantic,VLCC,13.333,USD
2023-04-11,TC1,UK Continent to US Atlantic,VLCC,13.453,USD
2023-04-12,TC1,UK Continent to US Atlantic,VLCC,13.704,USD
