date,country,demand_kbpd,year,month,day
2024-10-04,ECU,146.2,2024,10,4
2024-10-05,ECU,142.0,2024,10,5
2024-10-06,ECU,148.0,2024,10,6
2024-10-07,ECU,161.4,2024,10,7
2024-10-08,ECU,143.5,2024,10,8
2024-10-09,ECU,146.6,2024,10,9
2024-10-10,ECU,147.3,2024,10,10
2024-10-11,ECU,148.5,2024,10,11
2024-10-12,ECU,139.5,2024,10,12
2024-10-13,ECU,146.7,2024,10,13
2024-10-14,ECU,152.6,2024,10,14
2024-10-15,ECU,142.9,2024,10,15
2024-10-16,ECU,144.7,2024,10,16
2024-10-17,ECU,145.3,2024,10,17
2024-10-18,ECU,150.2,2024,10,18
2024-10-19,ECU,135.7,2024,10,19
2024-10-20,ECU,140.1,2024,10,20
2024-10-21,ECU,154.4,2024,10,21
2024-10-22,ECU,153.2,2024,10,22
2024-10-23,ECU,148.8,2024,10,23
2024-10-24,ECU,156.9,2024,10,24
2024-10-25,ECU,144.6,2024,10,25
2024-10-26,ECU,142.3,2024,10,26
2024-10-27,ECU,144.7,2024,10,27
2024-10-28,ECU,142.9,2024,10,28
2024-10-29,ECU,145.7,2024,10,29
2024-10-30,ECU,147.2,2024,10,30
2024-10-31,ECU,148.1,2024,10,31
2024-11-01,ECU,150.2,2024,11,1
2024-11-02,ECU,147.1,2024,11,2
2024-11-03,ECU,144.2,2024,11,3
2024-11-04,ECU,153.1,2024,11,4
2024-11-05,ECU,152.7,2024,11,5
2024-11-06,ECU,146.9,2024,11,6
2024-11-07,ECU,145.9,2024,11,7
2024-11-08,ECU,151.4,2024,11,8
2024-11-09,ECU,139.4,2024,11,9
2024-11-10,ECU,141.3,2024,11,10
2024-11-11,ECU,146.6,2024,11,11
2024-11-12,ECU,144.5,2024,11,12
2024-11-13,ECU,145.0,2024,11,13
2024-11-14,ECU,150.6,2024,11,14
2024-11-15,ECU,150.5,2024,11,15
2024-11-16,ECU,150.1,2024,11,16
2024-11-17,ECU,146.0,2024,11,17
2024-11-18,ECU,146.8,2024,11,18
2024-11-19,ECU,148.6,2024,11,19
2024-11-20,ECU,143.7,2024,11,20
2024-11-21,ECU,142.2,2024,11,21
2024-11-22,ECU,153.7,2024,11,22
2024-11-23,ECU,145.6,2024,11,23
2024-11-24,ECU,140.1,2024,11,24
2024-11-25,ECU,157.6,2024,11,25
2024-11-26,ECU,146.4,2024,11,26
2024-11-27,ECU,149.1,2024,11,27
2024-11-28,ECU,147.5,2024,11,28
2024-11-29,ECU,155.6,2024,11,29
2024-11-30,ECU,147.1,2024,11,30
2024-12-01,ECU,149.5,2024,12,1
2024-12-02,ECU,166.7,2024,12,2
2024-12-03,ECU,150.3,2024,12,3
2024-12-04,ECU,160.8,2024,12,4
2024-12-05,ECU,156.5,2024,12,5
2024-12-06,ECU,161.8,2024,12,6
2024-12-07,ECU,149.8,2024,12,7
2024-12-08,ECU,154.6,2024,12,8
2024-12-09,ECU,151.6,2024,12,9
2024-12-10,ECU,152.5,2024,12,10
2024-12-11,ECU,154.0,2024,12,11
2024-12-12,ECU,153.5,2024,12,12
2024-12-13,ECU,154.2,2024,12,13
2024-12-14,ECU,158.3,2024,12,14
2024-12-15,ECU,159.3,2024,12,15
2024-12-16,ECU,154.7,2024,12,16
2024-12-17,ECU,158.6,2024,12,17
2024-12-18,ECU,154.9,2024,12,18
2024-12-19,ECU,164.0,2024,12,19
2024-12-20,ECU,157.2,2024,12,20
2024-12-21,ECU,156.7,2024,12,21
2024-12-22,ECU,145.3,2024,12,22
2024-12-23,ECU,150.7,2024,12,23
2024-12-24,ECU,160.6,2024,12,24
2024-12-25,ECU,160.2,2024,12,25
2024-12-26,ECU,149.4,2024,12,26
2024-12-27,ECU,158.1,2024,12,27
2024-12-28,ECU,154.2,2024,12,28
2024-12-29,ECU,157.0,2024,12,29
2024-12-30,ECU,158.4,2024,12,30
2024-12-31,ECU,147.5,2024,12,31
2025-01-01,ECU,160.4,2025,1,1
2025-01-02,ECU,155.0,2025,1,2
2025-01-03,ECU,155.8,2025,1,3
2025-01-04,ECU,155.8,2025,1,4
2025-01-05,ECU,151.0,2025,1,5
2025-01-06,ECU,157.1,2025,1,6
2025-01-07,ECU,166.0,2025,1,7
2025-01-08,ECU,160.1,2025,1,8
2025-01-09,ECU,164.1,2025,1,9
2025-01-10,ECU,156.8,2025,1,10
2025-01-11,ECU,151.7,2025,1,11
2025-01-12,ECU,154.9,2025,1,12
2025-01-13,ECU,157.3,2025,1,13
2025-01-14,ECU,158.1,2025,1,14
2025-01-15,ECU,160.4,2025,1,15
2025-01-16,ECU,156.6,2025,1,16
2025-01-17,ECU,156.6,2025,1,17
2025-01-18,ECU,148.9,2025,1,18
2025-01-19,ECU,155.4,2025,1,19
2025-01-20,ECU,158.1,2025,1,20
2025-01-21,ECU,161.6,2025,1,21
2025-01-22,ECU,156.7,2025,1,22
2025-01-23,ECU,159.6,2025,1,23
2025-01-24,ECU,164.0,2025,1,24
2025-01-25,ECU,149.9,2025,1,25
2025-01-26,ECU,155.5,2025,1,26
2025-01-27,ECU,148.5,2025,1,27
2025-01-28,ECU,157.7,2025,1,28
2025-01-29,ECU,164.4,2025,1,29
2025-01-30,ECU,160.3,2025,1,30
2025-01-31,ECU,162.5,2025,1,31
2025-02-01,ECU,158.2,2025,2,1
2025-02-02,ECU,158.7,2025,2,2
2025-02-03,ECU,151.2,2025,2,3
2025-02-04,ECU,163.2,2025,2,4
2025-02-05,ECU,148.2,2025,2,5
2025-02-06,ECU,154.2,2025,2,6
2025-02-07,ECU,154.3,2025,2,7
2025-02-08,ECU,153.0,2025,2,8
2025-02-09,ECU,141.1,2025,2,9
2025-02-10,ECU,162.2,2025,2,10
2025-02-11,ECU,145.7,2025,2,11
2025-02-12,ECU,157.6,2025,2,12
2025-02-13,ECU,160.9,2025,2,13
2025-02-14,ECU,154.1,2025,2,14
2025-02-15,ECU,152.4,2025,2,15
2025-02-16,ECU,157.3,2025,2,16
2025-02-17,ECU,169.2,2025,2,17
2025-02-18,ECU,161.4,2025,2,18
2025-02-19,ECU,158.9,2025,2,19
2025-02-20,ECU,153.0,2025,2,20
2025-02-21,ECU,166.6,2025,2,21
2025-02-22,ECU,144.8,2025,2,22
2025-02-23,ECU,157.5,2025,2,23
2025-02-24,ECU,155.9,2025,2,24
2025-02-25,ECU,154.9,2025,2,25
2025-02-26,ECU,151.1,2025,2,26
2025-02-27,ECU,165.7,2025,2,27
2025-02-28,ECU,149.7,2025,2,28
2025-03-01,ECU,153.9,2025,3,1
2025-03-02,ECU,151.5,2025,3,2
2025-03-03,ECU,149.6,2025,3,3
2025-03-04,ECU,147.5,2025,3,4
2025-03-05,ECU,161.7,2025,3,5
2025-03-06,ECU,154.0,2025,3,6
2025-03-07,ECU,157.2,2025,3,7
2025-03-08,ECU,144.5,2025,3,8
2025-03-09,ECU,145.9,2025,3,9
2025-03-10,ECU,149.9,2025,3,10
2025-03-11,ECU,152.1,2025,3,11
2025-03-12,ECU,156.2,2025,3,12
2025-03-13,ECU,159.0,2025,3,13
2025-03-14,ECU,151.8,2025,3,14
2025-03-15,ECU,149.6,2025,3,15
2025-03-16,ECU,150.5,2025,3,16
2025-03-17,ECU,153.7,2025,3,17
2025-03-18,ECU,142.0,2025,3,18
2025-03-19,ECU,149.4,2025,3,19
2025-03-20,ECU,153.1,2025,3,20
2025-03-21,ECU,159.0,2025,3,21
2025-03-22,ECU,149.3,2025,3,22
2025-03-23,ECU,152.0,2025,3,23
2025-03-24,ECU,168.0,2025,3,24
2025-03-25,ECU,155.1,2025,3,25
2025-03-26,ECU,148.7,2025,3,26
2025-03-27,ECU,162.4,2025,3,27
2025-03-28,ECU,153.2,2025,3,28
2025-03-29,ECU,156.1,2025,3,29
2025-03-30,ECU,151.9,2025,3,30
2025-03-31,ECU,158.0,2025,3,31
2025-04-01,ECU,145.3,2025,4,1
2025-04-02,ECU,152.3,2025,4,2
2025-04-03,ECU,164.5,2025,4,3
2025-04-04,ECU,139.4,2025,4,4
2025-04-05,ECU,143.2,2025,4,5
2025-04-06,ECU,147.1,2025,4,6
2025-04-07,ECU,157.8,2025,4,7
2025-04-08,ECU,151.3,2025,4,8
2025-04-09,ECU,150.3,2025,4,9
2025-04-10,ECU,158.8,2025,4,10
2025-04-11,ECU,153.8,2025,4,11
2025-04-12,ECU,144.2,2025,4,12
2025-04-13,ECU,140.5,2025,4,13
2025-04-14,ECU,147.6,2025,4,14
2025-04-15,ECU,150.2,2025,4,15
2025-04-16,ECU,144.8,2025,4,16
2025-04-17,ECU,164.9,2025,4,17
2025-04-18,ECU,148.4,2025,4,18
2025-04-19,ECU,145.2,2025,4,19
2025-04-20,ECU,146.7,2025,4,20
2025-04-21,ECU,146.8,2025,4,21
2025-04-22,ECU,156.8,2025,4,22
2025-04-23,ECU,158.0,2025,4,23
2025-04-24,ECU,146.7,2025,4,24
2025-04-25,ECU,156.2,2025,4,25
2025-04-26,ECU,151.4,2025,4,26
2025-04-27,ECU,153.8,2025,4,27
2025-04-28,ECU,162.4,2025,4,28
2025-04-29,ECU,143.6,2025,4,29
2025-04-30,ECU,149.0,2025,4,30
2025-05-01,ECU,151.1,2025,5,1
2025-05-02,ECU,156.0,2025,5,2
2025-05-03,ECU,152.9,2025,5,3
2025-05-04,ECU,152.2,2025,5,4
2025-05-05,ECU,157.8,2025,5,5
2025-05-06,ECU,151.5,2025,5,6
2025-05-07,ECU,148.9,2025,5,7
2025-05-08,ECU,158.5,2025,5,8
2025-05-09,ECU,148.9,2025,5,9
2025-05-10,ECU,152.6,2025,5,10
2025-05-11,ECU,139.7,2025,5,11
2025-05-12,ECU,162.2,2025,5,12
2025-05-13,ECU,157.8,2025,5,13
2025-05-14,ECU,155.7,2025,5,14
2025-05-15,ECU,149.5,2025,5,15
2025-05-16,ECU,148.6,2025,5,16
2025-05-17,ECU,134.5,2025,5,17
2025-05-18,ECU,143.0,2025,5,18
2025-05-19,ECU,150.1,2025,5,19
2025-05-20,ECU,159.0,2025,5,20
2025-05-21,ECU,148.8,2025,5,21
2025-05-22,ECU,151.4,2025,5,22
2025-05-23,ECU,151.2,2025,5,23
2025-05-24,ECU,149.0,2025,5,24
2025-05-25,ECU,147.2,2025,5,25
2025-05-26,ECU,150.8,2025,5,26
2025-05-27,ECU,164.2,2025,5,27
2025-05-28,ECU,157.6,2025,5,28
2025-05-29,ECU,162.5,2025,5,29
2025-05-30,ECU,160.3,2025,5,30
2025-05-31,ECU,157.3,2025,5,31
2025-06-01,ECU,157.5,2025,6,1
2025-06-02,ECU,156.4,2025,6,2
2025-06-03,ECU,163.0,2025,6,3
2025-06-04,ECU,161.6,2025,6,4
2025-06-05,ECU,162.5,2025,6,5
2025-06-06,ECU,165.7,2025,6,6
2025-06-07,ECU,150.8,2025,6,7
2025-06-08,ECU,156.4,2025,6,8
2025-06-09,ECU,173.0,2025,6,9
2025-06-10,ECU,168.4,2025,6,10
2025-06-11,ECU,162.4,2025,6,11
2025-06-12,ECU,157.5,2025,6,12
2025-06-13,ECU,154.6,2025,6,13
2025-06-14,ECU,151.9,2025,6,14
2025-06-15,ECU,152.0,2025,6,15
2025-06-16,ECU,167.2,2025,6,16
2025-06-17,ECU,164.6,2025,6,17
2025-06-18,ECU,157.7,2025,6,18
2025-06-19,ECU,163.6,2025,6,19
2025-06-20,ECU,158.1,2025,6,20
2025-06-21,ECU,162.1,2025,6,21
2025-06-22,ECU,152.0,2025,6,22
2025-06-23,ECU,159.8,2025,6,23
2025-06-24,ECU,160.1,2025,6,24
2025-06-25,ECU,164.6,2025,6,25
2025-06-26,ECU,156.9,2025,6,26
2025-06-27,ECU,162.5,2025,6,27
2025-06-28,ECU,152.9,2025,6,28
2025-06-29,ECU,153.0,2025,6,29
2025-06-30,ECU,157.9,2025,6,30
2025-07-01,ECU,163.2,2025,7,1
2025-07-02,ECU,162.1,2025,7,2
2025-07-03,ECU,164.5,2025,7,3
2025-07-04,ECU,159.2,2025,7,4
2025-07-05,ECU,144.8,2025,7,5
2025-07-06,ECU,151.8,2025,7,6
2025-07-07,ECU,170.2,2025,7,7
2025-07-08,ECU,160.8,2025,7,8
2025-07-09,ECU,157.8,2025,7,9
2025-07-10,ECU,158.5,2025,7,10
2025-07-11,ECU,157.1,2025,7,11
2025-07-12,ECU,167.6,2025,7,12
2025-07-13,ECU,158.1,2025,7,13
2025-07-14,ECU,164.8,2025,7,14
2025-07-15,ECU,176.5,2025,7,15
2025-07-16,ECU,172.2,2025,7,16
2025-07-17,ECU,159.2,2025,7,17
2025-07-18,ECU,161.4,2025,7,18
2025-07-19,ECU,152.5,2025,7,19
2025-07-20,ECU,152.1,2025,7,20
2025-07-21,ECU,160.2,2025,7,21
2025-07-22,ECU,160.7,2025,7,22
2025-07-23,ECU,159.5,2025,7,23
2025-07-24,ECU,162.8,2025,7,24
2025-07-25,ECU,161.1,2025,7,25
2025-07-26,ECU,148.5,2025,7,26
2025-07-27,ECU,149.5,2025,7,27
2025-07-28,ECU,164.8,2025,7,28
2025-07-29,ECU,169.3,2025,7,29
2025-07-30,ECU,162.2,2025,7,30
2025-07-31,ECU,166.3,2025,7,31
2025-08-01,ECU,168.9,2025,8,1
2025-08-02,ECU,151.6,2025,8,2
2025-08-03,ECU,153.8,2025,8,3
2025-08-04,ECU,159.5,2025,8,4
2025-08-05,ECU,163.8,2025,8,5
2025-08-06,ECU,172.7,2025,8,6
2025-08-07,ECU,162.8,2025,8,7
2025-08-08,ECU,161.6,2025,8,8
2025-08-09,ECU,143.9,2025,8,9
2025-08-10,ECU,156.1,2025,8,10
2025-08-11,ECU,154.1,2025,8,11
2025-08-12,ECU,172.8,2025,8,12
2025-08-13,ECU,161.7,2025,8,13
2025-08-14,ECU,165.3,2025,8,14
2025-08-15,ECU,162.7,2025,8,15
2025-08-16,ECU,164.6,2025,8,16
2025-08-17,ECU,167.8,2025,8,17
2025-08-18,ECU,159.3,2025,8,18
2025-08-19,ECU,164.2,2025,8,19
2025-08-20,ECU,157.2,2025,8,20
2025-08-21,ECU,173.1,2025,8,21
2025-08-22,ECU,161.5,2025,8,22
2025-08-23,ECU,163.4,2025,8,23
2025-08-24,ECU,150.0,2025,8,24
2025-08-25,ECU,157.7,2025,8,25
2025-08-26,ECU,166.5,2025,8,26
2025-08-27,ECU,153.9,2025,8,27
2025-08-28,ECU,166.0,2025,8,28
2025-08-29,ECU,166.1,2025,8,29
2025-08-30,ECU,150.7,2025,8,30
2025-08-31,ECU,153.1,2025,8,31
2025-09-01,ECU,154.1,2025,9,1
2025-09-02,ECU,162.5,2025,9,2
2025-09-03,ECU,158.9,2025,9,3
2025-09-04,ECU,152.9,2025,9,4
2025-09-05,ECU,159.0,2025,9,5
2025-09-06,ECU,157.2,2025,9,6
2025-09-07,ECU,152.5,2025,9,7
2025-09-08,ECU,156.1,2025,9,8
2025-09-09,ECU,147.7,2025,9,9
2025-09-10,ECU,150.7,2025,9,10
2025-09-11,ECU,159.4,2025,9,11
2025-09-12,ECU,148.7,2025,9,12
2025-09-13,ECU,154.2,2025,9,13
2025-09-14,ECU,151.8,2025,9,14
2025-09-15,ECU,152.2,2025,9,15
2025-09-16,ECU,150.0,2025,9,16
2025-09-17,ECU,151.9,2025,9,17
2025-09-18,ECU,151.5,2025,9,18
2025-09-19,ECU,151.1,2025,9,19
2025-09-20,ECU,153.0,2025,9,20
2025-09-21,ECU,145.1,2025,9,21
2025-09-22,ECU,160.8,2025,9,22
2025-09-23,ECU,153.0,2025,9,23
2025-09-24,ECU,154.5,2025,9,24
2025-09-25,ECU,155.9,2025,9,25
2025-09-26,ECU,160.3,2025,9,26
2025-09-27,ECU,147.3,2025,9,27
2025-09-28,ECU,149.3,2025,9,28
2025-09-29,ECU,155.8,2025,9,29
2025-09-30,ECU,154.1,2025,9,30
2025-10-01,ECU,155.9,2025,10,1
2025-10-02,ECU,150.9,2025,10,2
2025-10-03,ECU,159.5,2025,10,3
2025-10-04,ECU,150.8,2025,10,4
2025-10-05,ECU,150.1,2025,10,5
2025-10-06,ECU,161.5,2025,10,6
2025-10-07,ECU,140.6,2025,10,7
2025-10-08,ECU,147.7,2025,10,8
2025-10-09,ECU,146.2,2025,10,9
2025-10-10,ECU,149.3,2025,10,10
2025-10-11,ECU,138.2,2025,10,11
2025-10-12,ECU,150.2,2025,10,12
2025-10-13,ECU,144.1,2025,10,13
2025-10-14,ECU,156.6,2025,10,14
2025-10-15,ECU,145.7,2025,10,15
2025-10-16,ECU,154.0,2025,10,16
2025-10-17,ECU,147.7,2025,10,17
2025-10-18,ECU,148.1,2025,10,18
2025-10-19,ECU,144.9,2025,10,19
2025-10-20,ECU,145.3,2025,10,20
2025-10-21,ECU,154.0,2025,10,21
2025-10-22,ECU,156.1,2025,10,22
2025-10-23,ECU,150.7,2025,10,23
2025-10-24,ECU,149.5,2025,10,24
2025-10-25,ECU,143.0,2025,10,25
2025-10-26,ECU,146.8,2025,10,26
2025-10-27,ECU,145.9,2025,10,27
2025-10-28,ECU,153.4,2025,10,28
2025-10-29,ECU,144.8,2025,10,29
2025-10-30,ECU,149.6,2025,10,30
2025-10-31,ECU,149.2,2025,10,31
2025-11-01,ECU,144.6,2025,11,1
2025-11-02,ECU,144.0,2025,11,2
2025-11-03,ECU,152.8,2025,11,3
2025-11-04,ECU,163.1,2025,11,4
2025-11-05,ECU,148.2,2025,11,5
2025-11-06,ECU,163.4,2025,11,6
2025-11-07,ECU,151.5,2025,11,7
2025-11-08,ECU,142.9,2025,11,8
2025-11-09,ECU,143.2,2025,11,9
2025-11-10,ECU,157.9,2025,11,10
2025-11-11,ECU,153.0,2025,11,11
2025-11-12,ECU,160.5,2025,11,12
2025-11-13,ECU,147.3,2025,11,13
2025-11-14,ECU,148.4,2025,11,14
2025-11-15,ECU,151.7,2025,11,15
2025-11-16,ECU,144.2,2025,11,16
2025-11-17,ECU,155.1,2025,11,17
2025-11-18,ECU,145.2,2025,11,18
2025-11-19,ECU,146.0,2025,11,19
2025-11-20,ECU,141.8,2025,11,20
2025-11-21,ECU,149.1,2025,11,21
2025-11-22,ECU,148.5,2025,11,22
2025-11-23,ECU,145.8,2025,11,23
2025-11-24,ECU,149.8,2025,11,24
2025-11-25,ECU,153.4,2025,11,25
2025-11-26,ECU,158.1,2025,11,26
2025-11-27,ECU,162.1,2025,11,27
2025-11-28,ECU,153.4,2025,11,28
2025-11-29,ECU,144.1,2025,11,29
2025-11-30,ECU,145.8,2025,11,30
2025-12-01,ECU,161.1,2025,12,1
2025-12-02,ECU,152.3,2025,12,2
2025-12-03,ECU,156.1,2025,12,3
2025-12-04,ECU,161.2,2025,12,4
2025-12-05,ECU,147.6,2025,12,5
2025-12-06,ECU,163.2,2025,12,6
2025-12-07,ECU,155.5,2025,12,7
2025-12-08,ECU,163.5,2025,12,8
2025-12-09,ECU,163.0,2025,12,9
2025-12-10,ECU,167.6,2025,12,10
2025-12-11,ECU,154.9,2025,12,11
2025-12-12,ECU,156.3,2025,12,12
2025-12-13,ECU,155.7,2025,12,13
2025-12-14,ECU,155.2,2025,12,14
2025-12-15,ECU,160.2,2025,12,15
2025-12-16,ECU,152.4,2025,12,16
2025-12-17,ECU,164.3,2025,12,17
2025-12-18,ECU,158.0,2025,12,18
2025-12-19,ECU,155.7,2025,12,19
2025-12-20,ECU,163.8,2025,12,20
2025-12-21,ECU,148.0,2025,12,21
2025-12-22,ECU,161.6,2025,12,22
2025-12-23,ECU,159.9,2025,12,23
2025-12-24,ECU,164.4,2025,12,24
2025-12-25,ECU,162.0,2025,12,25
2025-12-26,ECU,162.1,2025,12,26
2025-12-27,ECU,155.9,2025,12,27
2025-12-28,ECU,155.4,2025,12,28
2025-12-29,ECU,173.5,2025,12,29
2025-12-30,ECU,159.9,2025,12,30
2025-12-31,ECU,163.4,2025,12,31
2026-01-01,ECU,152.9,2026,1,1
2026-01-02,ECU,171.8,2026,1,2
2026-01-03,ECU,156.9,2026,1,3
2026-01-04,ECU,159.6,2026,1,4
2026-01-05,ECU,162.8,2026,1,5
2026-01-06,ECU,160.4,2026,1,6
2026-01-07,ECU,168.7,2026,1,7
2026-01-08,ECU,163.2,2026,1,8
2026-01-09,ECU,161.1,2026,1,9
2026-01-10,ECU,158.6,2026,1,10
2026-01-11,ECU,156.9,2026,1,11
2026-01-12,ECU,165.0,2026,1,12
2026-01-13,ECU,159.4,2026,1,13
2026-01-14,ECU,168.5,2026,1,14
2026-01-15,ECU,165.5,2026,1,15
2026-01-16,ECU,162.5,2026,1,16
2026-01-17,ECU,150.9,2026,1,17
2026-01-18,ECU,161.0,2026,1,18
2026-01-19,ECU,163.1,2026,1,19
2026-01-20,ECU,154.5,2026,1,20
2026-01-21,ECU,163.0,2026,1,21
2026-01-22,ECU,159.4,2026,1,22
2026-01-23,ECU,157.2,2026,1,23
2026-01-24,ECU,149.1,2026,1,24
2026-01-25,ECU,147.0,2026,1,25
2026-01-26,ECU,166.6,2026,1,26
2026-01-27,ECU,158.2,2026,1,27
2026-01-28,ECU,161.1,2026,1,28
2026-01-29,ECU,158.7,2026,1,29
2026-01-30,ECU,159.3,2026,1,30
2026-01-31,ECU,160.3,2026,1,31
2026-02-01,ECU,158.8,2026,2,1
2026-02-02,ECU,145.2,2026,2,2
2026-02-03,ECU,160.5,2026,2,3
2026-02-04,ECU,154.9,2026,2,4
2026-02-05,ECU,155.7,2026,2,5
2026-02-06,ECU,157.5,2026,2,6
2026-02-07,ECU,146.4,2026,2,7
2026-02-08,ECU,150.4,2026,2,8
2026-02-09,ECU,173.7,2026,2,9
2026-02-10,ECU,162.1,2026,2,10
2026-02-11,ECU,153.4,2026,2,11
2026-02-12,ECU,173.1,2026,2,12
2026-02-13,ECU,163.7,2026,2,13
2026-02-14,ECU,155.3,2026,2,14
2026-02-15,ECU,165.0,2026,2,15
2026-02-16,ECU,153.6,2026,2,16
2026-02-17,ECU,160.9,2026,2,17
2026-02-18,ECU,162.1,2026,2,18
2026-02-19,ECU,155.5,2026,2,19
2026-02-20,ECU,177.5,2026,2,20
2026-02-21,ECU,155.6,2026,2,21
2026-02-22,ECU,145.1,2026,2,22
2026-02-23,ECU,157.4,2026,2,23
2026-02-24,ECU,169.7,2026,2,24
2026-02-25,ECU,167.0,2026,2,25
2026-02-26,ECU,156.2,2026,2,26
2026-02-27,ECU,162.4,2026,2,27
2026-02-28,ECU,156.3,2026,2,28
2026-03-01,ECU,156.6,2026,3,1
2026-03-02,ECU,160.3,2026,3,2
2026-03-03,ECU,157.6,2026,3,3
2026-03-04,ECU,156.8,2026,3,4
2026-03-05,ECU,151.7,2026,3,5
2026-03-06,ECU,153.8,2026,3,6
2026-03-07,ECU,154.0,2026,3,7
2026-03-08,ECU,151.9,2026,3,8
2026-03-09,ECU,156.4,2026,3,9
2026-03-10,ECU,155.0,2026,3,10
2026-03-11,ECU,158.1,2026,3,11
2026-03-12,ECU,156.7,2026,3,12
2026-03-13,ECU,155.6,2026,3,13
2026-03-14,ECU,149.7,2026,3,14
2026-03-15,ECU,157.4,2026,3,15
2026-03-16,ECU,151.6,2026,3,16
2026-03-17,ECU,152.0,2026,3,17
2026-03-18,ECU,155.7,2026,3,18
2026-03-19,ECU,160.4,2026,3,19
2026-03-20,ECU,155.9,2026,3,20
2026-03-21,ECU,149.7,2026,3,21
2026-03-22,ECU,152.2,2026,3,22
2026-03-23,ECU,158.1,2026,3,23
2026-03-24,ECU,157.8,2026,3,24
2026-03-25,ECU,160.4,2026,3,25
2026-03-26,ECU,157.4,2026,3,26
2026-03-27,ECU,164.2,2026,3,27
2026-03-28,ECU,163.3,2026,3,28
2026-03-29,ECU,165.0,2026,3,29
2026-03-30,ECU,162.4,2026,3,30
2026-03-31,ECU,160.5,2026,3,31
2026-04-01,ECU,151.2,2026,4,1
2026-04-02,ECU,159.6,2026,4,2
2026-04-03,ECU,151.7,2026,4,3
2026-04-04,ECU,138.8,2026,4,4
2026-04-05,ECU,149.8,2026,4,5
2026-04-06,ECU,152.3,2026,4,6
2026-04-07,ECU,156.1,2026,4,7
2026-04-08,ECU,145.3,2026,4,8
2026-04-09,ECU,152.9,2026,4,9
2026-04-10,ECU,153.2,2026,4,10
2026-04-11,ECU,153.1,2026,4,11
2026-04-12,ECU,151.0,2026,4,12
2026-04-13,ECU,153.4,2026,4,13
2026-04-14,ECU,158.9,2026,4,14
2026-04-15,ECU,161.7,2026,4,15
2026-04-16,ECU,158.8,2026,4,16
2026-04-17,ECU,153.8,2026,4,17
2026-04-18,ECU,144.9,2026,4,18
2026-04-19,ECU,151.8,2026,4,19
2026-04-20,ECU,154.4,2026,4,20
2026-04-21,ECU,155.9,2026,4,21
2026-04-22,ECU,149.4,2026,4,22
2026-04-23,ECU,147.0,2026,4,23
2026-04-24,ECU,160.3,2026,4,24
2026-04-25,ECU,148.9,2026,4,25
2026-04-26,ECU,148.9,2026,4,26
2026-04-27,ECU,150.8,2026,4,27
2026-04-28,ECU,158.8,2026,4,28
2026-04-29,ECU,159.7,2026,4,29
2026-04-30,ECU,149.0,2026,4,30
2026-05-01,ECU,150.7,2026,5,1
2026-05-02,ECU,140.1,2026,5,2
2026-05-03,ECU,156.2,2026,5,3
2026-05-04,ECU,151.6,2026,5,4
2026-05-05,ECU,149.6,2026,5,5
2026-05-06,ECU,159.3,2026,5,6
2026-05-07,ECU,153.4,2026,5,7
2026-05-08,ECU,162.6,2026,5,8
2026-05-09,ECU,149.9,2026,5,9
2026-05-10,ECU,147.0,2026,5,10
2026-05-11,ECU,145.3,2026,5,11
2026-05-12,ECU,153.7,2026,5,12
2026-05-13,ECU,153.7,2026,5,13
2026-05-14,ECU,160.4,2026,5,14
2026-05-15,ECU,154.5,2026,5,15
2026-05-16,ECU,150.7,2026,5,16
2026-05-17,ECU,150.1,2026,5,17
2026-05-18,ECU,150.1,2026,5,18
2026-05-19,ECU,156.0,2026,5,19
2026-05-20,ECU,155.0,2026,5,20
2026-05-21,ECU,156.2,2026,5,21
2026-05-22,ECU,152.9,2026,5,22
2026-05-23,ECU,159.0,2026,5,23
2026-05-24,ECU,154.2,2026,5,24
2026-05-25,ECU,153.0,2026,5,25
2026-05-26,ECU,157.3,2026,5,26
2026-05-27,ECU,158.8,2026,5,27
2026-05-28,ECU,161.4,2026,5,28
2026-05-29,ECU,164.0,2026,5,29
2026-05-30,ECU,156.7,2026,5,30
2026-05-31,ECU,152.2,2026,5,31
2026-06-01,ECU,176.5,2026,6,1
2026-06-02,ECU,164.8,2026,6,2
2026-06-03,ECU,170.4,2026,6,3
2026-06-04,ECU,165.7,2026,6,4
2026-06-05,ECU,159.2,2026,6,5
2026-06-06,ECU,161.1,2026,6,6
2026-06-07,ECU,156.9,2026,6,7
2026-06-08,ECU,168.7,2026,6,8
2026-06-09,ECU,157.5,2026,6,9
2026-06-10,ECU,159.0,2026,6,10
2026-06-11,ECU,165.5,2026,6,11
2026-06-12,ECU,168.7,2026,6,12
2026-06-13,ECU,153.9,2026,6,13
2026-06-14,ECU,164.6,2026,6,14
2026-06-15,ECU,152.2,2026,6,15
2026-06-16,ECU,168.7,2026,6,16
2026-06-17,ECU,154.0,2026,6,17
2026-06-18,ECU,166.7,2026,6,18
2026-06-19,ECU,172.0,2026,6,19
2026-06-20,ECU,157.5,2026,6,20
2026-06-21,ECU,156.2,2026,6,21
2026-06-22,ECU,162.0,2026,6,22
2026-06-23,ECU,165.5,2026,6,23
2026-06-24,ECU,167.4,2026,6,24
2026-06-25,ECU,170.2,2026,6,25
2026-06-26,ECU,173.5,2026,6,26
2026-06-27,ECU,156.2,2026,6,27
2026-06-28,ECU,165.4,2026,6,28
2026-06-29,ECU,159.6,2026,6,29
2026-06-30,ECU,156.1,2026,6,30
