date,global_trade_volume_kbpd
2023-03-13,112537.8
2023-03-14,112486.8
2023-03-15,112523.5
2023-03-16,112385.5
2023-03-17,112207.1
2023-03-18,112174.4
2023-03-19,111908.0
2023-03-20,111640.7
2023-03-21,111737.6
2023-03-22,111454.7
2023-03-23,111546.2
2023-03-24,111594.1
2023-03-25,111188.2
2023-03-26,110998.0
2023-03-27,111193.1
2023-03-28,110937.6
2023-03-29,110787.8
2023-03-30,110827.8
2023-03-31,110932.8
2023-04-01,110823.2
2023-04-02,110641.3
2023-04-03,110873.9
2023-04-04,111170.2
2023-04-05,111308.7
2023-04-06,111262.4
2023-04-07,111031.4
2023-04-08,110795.0
2023-04-09,110835.2
2023-04-10,110853.0
2023-04-11,111070.9
2023-04-12,111133.8
2023-04-13,110755.0
2023-04-14,110897.9
2023-04-15,110620.9
2023-04-16,110468.6
2023-04-17,110444.9
2023-04-18,110776.1
2023-04-19,111332.9
2023-04-20,111378.4
2023-04-21,111262.2
2023-04-22,111291.3
2023-04-23,111391.1
2023-04-24,111244.7
2023-04-25,111526.9
2023-04-26,111490.6
2023-04-27,111507.8
2023-04-28,111558.2
2023-04-29,111558.5
2023-04-30,111642.4
2023-05-01,111431.4
2023-05-02,111232.0
2023-05-03,110923.0
2023-05-04,110924.0
2023-05-05,110992.9
2023-05-06,110996.4
2023-05-07,111243.9
2023-05-08,111153.2
2023-05-09,111197.4
2023-05-10,110888.2
2023-05-11,110720.2
2023-05-12,110768.7
2023-05-13,110847.5
2023-05-14,110697.5
2023-05-15,110591.7
2023-05-16,110197.3
2023-05-17,110034.7
2023-05-18,110120.5
2023-05-19,110143.3
2023-05-20,110151.0
2023-05-21,110069.0
2023-05-22,109978.6
2023-05-23,109755.8
2023-05-24,109802.6
2023-05-25,109794.3
2023-05-26,109800.1
2023-05-27,109604.7
2023-05-28,109088.2
2023-05-29,109214.0
2023-05-30,109029.1
2023-05-31,108768.9
2023-06-01,108815.7
2023-06-02,108649.0
2023-06-03,108768.2
2023-06-04,108800.5
2023-06-05,108846.0
2023-06-06,108490.0
2023-06-07,108639.9
2023-06-08,108603.8
2023-06-09,108444.8
2023-06-10,108386.6
2023-06-11,107954.2
2023-06-12,107949.2
2023-06-13,107664.3
2023-06-14,107317.5
2023-06-15,106938.6
2023-06-16,107073.5
2023-06-17,106870.2
2023-06-18,107088.0
2023-06-19,106904.4
2023-06-20,106494.6
2023-06-21,106200.5
2023-06-22,106363.2
2023-06-23,106257.1
2023-06-24,106076.0
2023-06-25,106032.9
2023-06-26,106056.7
2023-06-27,106200.1
2023-06-28,106408.1
2023-06-29,106268.2
2023-06-30,105943.3
2023-07-01,105795.4
2023-07-02,105778.4
2023-07-03,105527.0
2023-07-04,105278.3
2023-07-05,105280.7
2023-07-06,105208.8
2023-07-07,105153.8
2023-07-08,104948.3
2023-07-09,104845.3
2023-07-10,104610.7
2023-07-11,104724.8
2023-07-12,104867.7
2023-07-13,104460.8
2023-07-14,104230.8
2023-07-15,103894.0
2023-07-16,103720.3
2023-07-17,103656.2
2023-07-18,103332.9
2023-07-19,103111.8
2023-07-20,102876.6
2023-07-21,102873.6
2023-07-22,102845.7
2023-07-23,102668.7
2023-07-24,102664.1
2023-07-25,102523.4
2023-07-26,102436.4
2023-07-27,102720.6
2023-07-28,102942.7
2023-07-29,102664.9
2023-07-30,102792.9
2023-07-31,102918.8
2023-08-01,102674.4
2023-08-02,102804.7
2023-08-03,103072.9
2023-08-04,102838.0
2023-08-05,102643.6
2023-08-06,102817.6
2023-08-07,102851.7
2023-08-08,102940.4
2023-08-09,102990.7
2023-08-10,103052.1
2023-08-11,102789.8
2023-08-12,102978.7
2023-08-13,103192.3
2023-08-14,103142.5
2023-08-15,103129.6
2023-08-16,102836.6
2023-08-17,102932.5
2023-08-18,103040.9
2023-08-19,103030.8
2023-08-20,103247.1
2023-08-21,103188.8
2023-08-22,103302.2
2023-08-23,103117.3
2023-08-24,103122.6
2023-08-25,103100.9
2023-08-26,103156.5
2023-08-27,103101.1
2023-08-28,103092.3
2023-08-29,103266.6
2023-08-30,103203.1
2023-08-31,102919.4
2023-09-01,103273.6
2023-09-02,103559.8
2023-09-03,103340.2
2023-09-04,103498.3
2023-09-05,103431.6
2023-09-06,103511.9
2023-09-07,103599.7
2023-09-08,103588.5
2023-09-09,103474.4
2023-09-10,103379.4
2023-09-11,103242.9
2023-09-12,103123.8
2023-09-13,103151.6
2023-09-14,103057.4
2023-09-15,103230.8
2023-09-16,103559.3
2023-09-17,103495.2
2023-09-18,103588.7
2023-09-19,103733.4
2023-09-20,103874.3
2023-09-21,103940.9
2023-09-22,104136.4
2023-09-23,104283.6
2023-09-24,104103.0
2023-09-25,104326.9
2023-09-26,104555.8
2023-09-27,104469.8
2023-09-28,104538.5
2023-09-29,104732.4
2023-09-30,104756.2
2023-10-01,105027.6
2023-10-02,105548.7
2023-10-03,105465.4
2023-10-04,105268.6
2023-10-05,105397.2
2023-10-06,105607.5
2023-10-07,105635.3
2023-10-08,105989.4
2023-10-09,105805.5
2023-10-10,106015.0
2023-10-11,105974.5
2023-10-12,106385.0
2023-10-13,106849.9
2023-10-14,106781.3
2023-10-15,106755.5
2023-10-16,107004.2
2023-10-17,107011.7
2023-10-18,107086.4
2023-10-19,107175.7
2023-10-20,106886.9
2023-10-21,106969.9
2023-10-22,106921.8
2023-10-23,106912.6
2023-10-24,107282.5
2023-10-25,107125.3
2023-10-26,107373.7
2023-10-27,107408.9
2023-10-28,107444.5
2023-10-29,107690.6
2023-10-30,107849.1
2023-10-31,108053.5
2023-11-01,108337.0
2023-11-02,108365.2
2023-11-03,108338.5
2023-11-04,108218.7
2023-11-05,108150.2
2023-11-06,108827.7
2023-11-07,109169.5
2023-11-08,108998.1
2023-11-09,108832.2
2023-11-10,109024.0
2023-11-11,109229.2
2023-11-12,109435.1
2023-11-13,109481.5
2023-11-14,109553.7
2023-11-15,109716.4
2023-11-16,109831.0
2023-11-17,109485.7
2023-11-18,109537.0
2023-11-19,109464.0
2023-11-20,109596.1
2023-11-21,110291.0
2023-11-22,110462.1
2023-11-23,110496.7
2023-11-24,110779.1
2023-11-25,110973.4
2023-11-26,111155.1
2023-11-27,111374.3
2023-11-28,111885.6
2023-11-29,111754.6
2023-11-30,111946.7
2023-12-01,111855.8
2023-12-02,112063.9
2023-12-03,111973.5
2023-12-04,111983.9
2023-12-05,112018.5
2023-12-06,112310.4
2023-12-07,112590.5
2023-12-08,112430.6
2023-12-09,112534.3
2023-12-10,112481.8
2023-12-11,112316.6
2023-12-12,112362.8
2023-12-13,112389.6
2023-12-14,112974.2
2023-12-15,113151.4
2023-12-16,112957.7
2023-12-17,112929.2
2023-12-18,113224.7
2023-12-19,113738.4
2023-12-20,113498.2
2023-12-21,113196.2
2023-12-22,113663.5
2023-12-23,113825.9
2023-12-24,113728.6
2023-12-25,113919.0
2023-12-26,113455.4
2023-12-27,113534.2
2023-12-28,113678.9
2023-12-29,113945.8
2023-12-30,113811.6
2023-12-31,113903.3
2024-01-01,113784.7
2024-01-02,113909.2
2024-01-03,113794.4
2024-01-04,113779.1
2024-01-05,113640.7
2024-01-06,113842.6
2024-01-07,114086.5
2024-01-08,114102.3
2024-01-09,114173.5
2024-01-10,113934.2
2024-01-11,113932.5
2024-01-12,113981.3
2024-01-13,114585.1
2024-01-14,114410.2
2024-01-15,114770.9
2024-01-16,115033.1
2024-01-17,115144.6
2024-01-18,115563.3
2024-01-19,115691.3
2024-01-20,115821.5
2024-01-21,115857.9
2024-01-22,116159.8
2024-01-23,116433.9
2024-01-24,116346.2
2024-01-25,116111.7
2024-01-26,116109.3
2024-01-27,115980.2
2024-01-28,116003.9
2024-01-29,116298.8
2024-01-30,116236.8
2024-01-31,116260.2
2024-02-01,116303.2
2024-02-02,116510.5
2024-02-03,116066.5
2024-02-04,115965.2
2024-02-05,116033.9
2024-02-06,116308.8
2024-02-07,116226.6
2024-02-08,115851.9
2024-02-09,116000.1
2024-02-10,115882.9
2024-02-11,115647.5
2024-02-12,115529.2
2024-02-13,115501.8
2024-02-14,115384.4
2024-02-15,114928.7
2024-02-16,115123.9
2024-02-17,115396.8
2024-02-18,115537.1
2024-02-19,115299.4
2024-02-20,115257.0
2024-02-21,115254.0
2024-02-22,115376.7
2024-02-23,115512.3
2024-02-24,115351.4
2024-02-25,115360.5
2024-02-26,115446.9
2024-02-27,115741.6
2024-02-28,115876.7
2024-02-29,116027.9
2024-03-01,116029.3
2024-03-02,116307.7
2024-03-03,116374.3
2024-03-04,116172.3
2024-03-05,116444.3
2024-03-06,116566.5
2024-03-07,116447.6
2024-03-08,116319.5
2024-03-09,116352.7
2024-03-10,116419.3
2024-03-11,116428.5
2024-03-12,116460.1
2024-03-13,116781.1
2024-03-14,116968.8
2024-03-15,116970.3
2024-03-16,117127.4
2024-03-17,116869.9
2024-03-18,116910.2
2024-03-19,117244.3
2024-03-20,117152.8
2024-03-21,116928.3
2024-03-22,116743.4
2024-03-23,116465.8
2024-03-24,116250.7
2024-03-25,116120.8
2024-03-26,115773.9
2024-03-27,115722.0
2024-03-28,115853.6
2024-03-29,115606.8
2024-03-30,115864.0
2024-03-31,115909.9
2024-04-01,116062.4
2024-04-02,115862.7
2024-04-03,115976.1
2024-04-04,115684.0
2024-04-05,115802.2
2024-04-06,115770.2
2024-04-07,115816.0
2024-04-08,115502.6
2024-04-09,115246.4
2024-04-10,115298.1
2024-04-11,115029.1
2024-04-12,115050.9
2024-04-13,114693.8
2024-04-14,114793.1
2024-04-15,114462.3
2024-04-16,114498.6
2024-04-17,114548.9
2024-04-18,114326.2
2024-04-19,114365.7
2024-04-20,114338.1
2024-04-21,114145.7
2024-04-22,113856.2
2024-04-23,113370.8
2024-04-24,113358.8
2024-04-25,112954.3
2024-04-26,112889.0
2024-04-27,112749.8
2024-04-28,112802.5
2024-04-29,112654.3
2024-04-30,112499.9
2024-05-01,112561.4
2024-05-02,112541.4
2024-05-03,112516.9
2024-05-04,112523.0
2024-05-05,112121.4
2024-05-06,112185.0
2024-05-07,112218.8
2024-05-08,111922.0
2024-05-09,111781.6
2024-05-10,111682.4
2024-05-11,111563.8
2024-05-12,111539.5
2024-05-13,111736.3
2024-05-14,111862.1
2024-05-15,111505.1
2024-05-16,111537.7
2024-05-17,111712.2
2024-05-18,111696.9
2024-05-19,111822.8
2024-05-20,112133.1
2024-05-21,112244.6
2024-05-22,112200.8
2024-05-23,112316.2
2024-05-24,112251.4
2024-05-25,112162.5
2024-05-26,111998.9
2024-05-27,112217.5
2024-05-28,111961.2
2024-05-29,112173.4
2024-05-30,112180.0
2024-05-31,111809.3
2024-06-01,111790.3
2024-06-02,111281.8
2024-06-03,111314.9
2024-06-04,111399.6
2024-06-05,111192.0
2024-06-06,111126.7
2024-06-07,111423.6
2024-06-08,111234.7
2024-06-09,110937.3
2024-06-10,111141.8
2024-06-11,111441.2
2024-06-12,111355.0
2024-06-13,111467.7
2024-06-14,111645.7
2024-06-15,111414.7
2024-06-16,111235.2
2024-06-17,111393.1
2024-06-18,111640.5
2024-06-19,111668.5
2024-06-20,111414.9
2024-06-21,111722.9
2024-06-22,111539.4
2024-06-23,111395.2
2024-06-24,111384.2
2024-06-25,111610.4
2024-06-26,111700.7
2024-06-27,111706.4
2024-06-28,111722.4
2024-06-29,111657.8
2024-06-30,111694.3
2024-07-01,111132.1
2024-07-02,111005.1
2024-07-03,110983.7
2024-07-04,110693.4
2024-07-05,110702.5
2024-07-06,110598.4
2024-07-07,110874.8
2024-07-08,111116.8
2024-07-09,110965.7
2024-07-10,110876.8
2024-07-11,110804.2
2024-07-12,110660.0
2024-07-13,110642.0
2024-07-14,110441.6
2024-07-15,110171.0
2024-07-16,110239.7
2024-07-17,110311.0
2024-07-18,110107.8
2024-07-19,110233.1
2024-07-20,110066.1
2024-07-21,110070.8
2024-07-22,110185.9
2024-07-23,110138.4
2024-07-24,110186.2
2024-07-25,110049.1
2024-07-26,109975.0
2024-07-27,109900.7
2024-07-28,109724.4
2024-07-29,109658.9
2024-07-30,109332.2
2024-07-31,109209.8
2024-08-01,109128.7
2024-08-02,109054.6
2024-08-03,108985.0
2024-08-04,108951.5
2024-08-05,109023.2
2024-08-06,109172.1
2024-08-07,109031.0
2024-08-08,108785.8
2024-08-09,108573.1
2024-08-10,108468.2
2024-08-11,108390.9
2024-08-12,108235.3
2024-08-13,107980.8
2024-08-14,107888.7
2024-08-15,107920.1
2024-08-16,108032.3
2024-08-17,107925.8
2024-08-18,107848.6
2024-08-19,107674.9
2024-08-20,107674.0
2024-08-21,107518.6
2024-08-22,107636.6
2024-08-23,107305.2
2024-08-24,107248.2
2024-08-25,107319.3
2024-08-26,107369.6
2024-08-27,107901.7
2024-08-28,107987.2
2024-08-29,107815.2
2024-08-30,107818.7
2024-08-31,107502.0
2024-09-01,107511.6
2024-09-02,107378.6
2024-09-03,107582.2
2024-09-04,107506.8
2024-09-05,107515.8
2024-09-06,107426.9
2024-09-07,107795.2
2024-09-08,107769.8
2024-09-09,108159.5
2024-09-10,108355.4
2024-09-11,108489.1
2024-09-12,108602.7
2024-09-13,108722.7
2024-09-14,108397.7
2024-09-15,108391.2
2024-09-16,108602.6
2024-09-17,108643.4
2024-09-18,108424.2
2024-09-19,108467.1
2024-09-20,108850.3
2024-09-21,109147.0
2024-09-22,109192.5
2024-09-23,109435.3
2024-09-24,109424.9
2024-09-25,109157.0
2024-09-26,109040.9
2024-09-27,109407.7
2024-09-28,109420.2
2024-09-29,109439.9
2024-09-30,109449.8
2024-10-01,109888.8
2024-10-02,110275.5
2024-10-03,110779.0
2024-10-04,110821.7
2024-10-05,110954.1
2024-10-06,110734.7
2024-10-07,111099.6
2024-10-08,110950.1
2024-10-09,111071.6
2024-10-10,110937.6
2024-10-11,110903.6
2024-10-12,110822.0
2024-10-13,110786.0
2024-10-14,110764.2
2024-10-15,110741.5
2024-10-16,110990.6
2024-10-17,110860.3
2024-10-18,110990.9
2024-10-19,111318.7
2024-10-20,111306.9
2024-10-21,111255.4
2024-10-22,111300.5
2024-10-23,111624.6
2024-10-24,111755.2
2024-10-25,111743.1
2024-10-26,111932.4
2024-10-27,111808.3
2024-10-28,112038.0
2024-10-29,112214.4
2024-10-30,112249.3
2024-10-31,112179.2
2024-11-01,112099.7
2024-11-02,112303.3
2024-11-03,112645.8
2024-11-04,112617.0
2024-11-05,112807.1
2024-11-06,112489.3
2024-11-07,112471.5
2024-11-08,112564.4
2024-11-09,112481.8
2024-11-10,112393.6
2024-11-11,112359.3
2024-11-12,112517.6
2024-11-13,112579.9
2024-11-14,112229.7
2024-11-15,111902.5
2024-11-16,111879.6
2024-11-17,112071.2
2024-11-18,111616.0
2024-11-19,111614.0
2024-11-20,111606.4
2024-11-21,111986.0
2024-11-22,112006.7
2024-11-23,112183.0
2024-11-24,112310.1
2024-11-25,111975.7
2024-11-26,112229.6
2024-11-27,112371.1
2024-11-28,112572.0
2024-11-29,113469.4
2024-11-30,113141.8
2024-12-01,113590.8
2024-12-02,113628.8
2024-12-03,113783.9
2024-12-04,113870.5
2024-12-05,113879.1
2024-12-06,113857.1
2024-12-07,114019.0
2024-12-08,113801.2
2024-12-09,114048.4
2024-12-10,114055.3
2024-12-11,113914.5
2024-12-12,113912.7
2024-12-13,114262.1
2024-12-14,114241.4
2024-12-15,114404.3
2024-12-16,114341.4
2024-12-17,114585.4
2024-12-18,114813.9
2024-12-19,115282.7
2024-12-20,115331.6
2024-12-21,115554.8
2024-12-22,115658.7
2024-12-23,116010.6
2024-12-24,115943.1
2024-12-25,116178.9
2024-12-26,116218.3
2024-12-27,116283.8
2024-12-28,116380.8
2024-12-29,116510.1
2024-12-30,116561.6
2024-12-31,116681.0
2025-01-01,117084.3
2025-01-02,117362.9
2025-01-03,117616.2
2025-01-04,117591.2
2025-01-05,117474.0
2025-01-06,117741.9
2025-01-07,117992.3
2025-01-08,118366.7
2025-01-09,118304.1
2025-01-10,118318.8
2025-01-11,118035.7
2025-01-12,118013.1
2025-01-13,118281.3
2025-01-14,118240.4
2025-01-15,118431.1
2025-01-16,118445.4
2025-01-17,118566.7
2025-01-18,118376.3
2025-01-19,118444.3
2025-01-20,117861.5
2025-01-21,117868.9
2025-01-22,117569.8
2025-01-23,117868.2
2025-01-24,118074.8
2025-01-25,118214.2
2025-01-26,118575.2
2025-01-27,118412.2
2025-01-28,118818.1
2025-01-29,119050.2
2025-01-30,119033.2
2025-01-31,119305.3
2025-02-01,119100.8
2025-02-02,118954.4
2025-02-03,118852.0
2025-02-04,118764.8
2025-02-05,118564.0
2025-02-06,118845.0
2025-02-07,118810.1
2025-02-08,118903.3
2025-02-09,118798.9
2025-02-10,118427.6
2025-02-11,118498.2
2025-02-12,118103.9
2025-02-13,118099.3
2025-02-14,117817.1
2025-02-15,118245.6
2025-02-16,118444.1
2025-02-17,118469.8
2025-02-18,118739.8
2025-02-19,118560.0
2025-02-20,118673.7
2025-02-21,118712.7
2025-02-22,118763.7
2025-02-23,119027.1
2025-02-24,119174.2
2025-02-25,119225.4
2025-02-26,118862.4
2025-02-27,118645.2
2025-02-28,118604.2
2025-03-01,118607.3
2025-03-02,118349.2
2025-03-03,118840.9
2025-03-04,119140.8
2025-03-05,119245.2
2025-03-06,119235.5
2025-03-07,119164.0
2025-03-08,118934.1
2025-03-09,118920.8
2025-03-10,118944.1
2025-03-11,118648.4
2025-03-12,118684.8
2025-03-13,118616.0
2025-03-14,118175.0
2025-03-15,117954.2
2025-03-16,117826.5
2025-03-17,118183.6
2025-03-18,118257.8
2025-03-19,117930.9
2025-03-20,117987.3
2025-03-21,117613.1
2025-03-22,117792.4
2025-03-23,117642.6
2025-03-24,117571.0
2025-03-25,117797.0
2025-03-26,117471.3
2025-03-27,117121.4
2025-03-28,116941.6
2025-03-29,117101.5
2025-03-30,116722.5
2025-03-31,116067.0
2025-04-01,115910.5
2025-04-02,115963.3
2025-04-03,116150.7
2025-04-04,115988.1
2025-04-05,115835.3
2025-04-06,116009.1
2025-04-07,115549.0
2025-04-08,115397.9
2025-04-09,115366.8
2025-04-10,115388.6
2025-04-11,115209.2
2025-04-12,115142.4
2025-04-13,114548.9
2025-04-14,114336.2
2025-04-15,114354.1
2025-04-16,114072.4
2025-04-17,114006.5
2025-04-18,114020.2
2025-04-19,113869.2
2025-04-20,113823.8
2025-04-21,113542.7
2025-04-22,113417.8
2025-04-23,113461.2
2025-04-24,113410.0
2025-04-25,113204.4
2025-04-26,113165.8
2025-04-27,113227.6
2025-04-28,112718.6
2025-04-29,112870.8
2025-04-30,112714.2
2025-05-01,112713.9
2025-05-02,112871.6
2025-05-03,112500.8
2025-05-04,112266.0
2025-05-05,112117.2
2025-05-06,111866.7
2025-05-07,112131.7
2025-05-08,111865.6
2025-05-09,111661.1
2025-05-10,111611.7
2025-05-11,111275.0
2025-05-12,111102.8
2025-05-13,111075.9
2025-05-14,110916.3
2025-05-15,110805.4
2025-05-16,110605.9
2025-05-17,110206.4
2025-05-18,110179.8
2025-05-19,110443.6
2025-05-20,110355.1
2025-05-21,110308.5
2025-05-22,110356.4
2025-05-23,110007.8
2025-05-24,110259.6
2025-05-25,110208.4
2025-05-26,110445.3
2025-05-27,110205.8
2025-05-28,110479.9
2025-05-29,110544.0
2025-05-30,110563.6
2025-05-31,110519.3
2025-06-01,110378.5
2025-06-02,110528.4
2025-06-03,110466.1
2025-06-04,109982.7
2025-06-05,109670.2
2025-06-06,109544.5
2025-06-07,109518.4
2025-06-08,109419.5
2025-06-09,109575.4
2025-06-10,109100.4
2025-06-11,109043.3
2025-06-12,108596.9
2025-06-13,108663.6
2025-06-14,108561.3
2025-06-15,108561.7
2025-06-16,108308.4
2025-06-17,108480.4
2025-06-18,108605.8
2025-06-19,108641.1
2025-06-20,108536.3
2025-06-21,108572.4
2025-06-22,108355.4
2025-06-23,108447.4
2025-06-24,108696.6
2025-06-25,108832.3
2025-06-26,108614.6
2025-06-27,108612.6
2025-06-28,108286.5
2025-06-29,108328.0
2025-06-30,108346.6
2025-07-01,107911.1
2025-07-02,107616.0
2025-07-03,107494.4
2025-07-04,107370.5
2025-07-05,107070.1
2025-07-06,107083.7
2025-07-07,107071.5
2025-07-08,106973.5
2025-07-09,106767.2
2025-07-10,106914.2
2025-07-11,107180.6
2025-07-12,107031.2
2025-07-13,106858.2
2025-07-14,106901.4
2025-07-15,106780.7
2025-07-16,106703.9
2025-07-17,106799.3
2025-07-18,106381.4
2025-07-19,106592.1
2025-07-20,106562.1
2025-07-21,106439.7
2025-07-22,106381.2
2025-07-23,106334.3
2025-07-24,105960.6
2025-07-25,106213.7
2025-07-26,106186.6
2025-07-27,106238.7
2025-07-28,106390.8
2025-07-29,106162.6
2025-07-30,106225.1
2025-07-31,106145.9
2025-08-01,106283.7
2025-08-02,105848.1
2025-08-03,105806.3
2025-08-04,105668.7
2025-08-05,105732.7
2025-08-06,105805.6
2025-08-07,105652.7
2025-08-08,105500.5
2025-08-09,105466.1
2025-08-10,105281.6
2025-08-11,105434.4
2025-08-12,105355.0
2025-08-13,104787.3
2025-08-14,104710.2
2025-08-15,104506.5
2025-08-16,104190.1
2025-08-17,103951.3
2025-08-18,103974.1
2025-08-19,104233.9
2025-08-20,104299.3
2025-08-21,104188.7
2025-08-22,104284.9
2025-08-23,104206.1
2025-08-24,104083.4
2025-08-25,103873.5
2025-08-26,103549.7
2025-08-27,103490.6
2025-08-28,103538.8
2025-08-29,103539.5
2025-08-30,103480.0
2025-08-31,103319.6
2025-09-01,103461.3
2025-09-02,103232.1
2025-09-03,103409.4
2025-09-04,103244.1
2025-09-05,103128.6
2025-09-06,102876.2
2025-09-07,102812.2
2025-09-08,103035.8
2025-09-09,103171.9
2025-09-10,103399.3
2025-09-11,103539.8
2025-09-12,103366.3
2025-09-13,103344.2
2025-09-14,103236.2
2025-09-15,103539.7
2025-09-16,103353.5
2025-09-17,103575.0
2025-09-18,103798.0
2025-09-19,104204.9
2025-09-20,104177.3
2025-09-21,104369.7
2025-09-22,104869.6
2025-09-23,104805.7
2025-09-24,104563.9
2025-09-25,104255.7
2025-09-26,104455.0
2025-09-27,104148.2
2025-09-28,104137.8
2025-09-29,104287.0
2025-09-30,104388.1
2025-10-01,104537.6
2025-10-02,104648.5
2025-10-03,104967.9
2025-10-04,104850.7
2025-10-05,104788.4
2025-10-06,104708.3
2025-10-07,104944.4
2025-10-08,105195.6
2025-10-09,105359.6
2025-10-10,105669.2
2025-10-11,105514.0
2025-10-12,105921.4
2025-10-13,106301.8
2025-10-14,106527.8
2025-10-15,106962.0
2025-10-16,106716.5
2025-10-17,106695.8
2025-10-18,106633.9
2025-10-19,106861.9
2025-10-20,106738.8
2025-10-21,106975.7
2025-10-22,107335.6
2025-10-23,107562.1
2025-10-24,107707.5
2025-10-25,107599.9
2025-10-26,107520.8
2025-10-27,107861.1
2025-10-28,108108.3
2025-10-29,108192.4
2025-10-30,108201.2
2025-10-31,107887.9
2025-11-01,107766.0
2025-11-02,108243.4
2025-11-03,108080.0
2025-11-04,108212.5
2025-11-05,108510.1
2025-11-06,108352.3
2025-11-07,108485.0
2025-11-08,108770.1
2025-11-09,108868.7
2025-11-10,109545.4
2025-11-11,109304.5
2025-11-12,109616.1
2025-11-13,109678.3
2025-11-14,109932.4
2025-11-15,110119.7
2025-11-16,110068.4
2025-11-17,110212.7
2025-11-18,109931.9
2025-11-19,110152.3
2025-11-20,110310.6
2025-11-21,110538.6
2025-11-22,110852.4
2025-11-23,111025.2
2025-11-24,111153.0
2025-11-25,111069.6
2025-11-26,111020.4
2025-11-27,111360.7
2025-11-28,111752.5
2025-11-29,111799.9
2025-11-30,111905.5
2025-12-01,111814.8
2025-12-02,112152.0
2025-12-03,112384.4
2025-12-04,112880.2
2025-12-05,112793.2
2025-12-06,112808.9
2025-12-07,112950.2
2025-12-08,113177.1
2025-12-09,113224.8
2025-12-10,113135.3
2025-12-11,113409.5
2025-12-12,113650.0
2025-12-13,113549.2
2025-12-14,113920.7
2025-12-15,114253.2
2025-12-16,114369.3
2025-12-17,114473.2
2025-12-18,114675.5
2025-12-19,114581.0
2025-12-20,114672.1
2025-12-21,114305.2
2025-12-22,114571.6
2025-12-23,114326.0
2025-12-24,114722.2
2025-12-25,114732.8
2025-12-26,114767.3
2025-12-27,114713.1
2025-12-28,114729.3
2025-12-29,115103.6
2025-12-30,114654.2
2025-12-31,114996.7
2026-01-01,115140.4
2026-01-02,114956.9
2026-01-03,114799.7
2026-01-04,115222.7
2026-01-05,115090.4
2026-01-06,114912.6
2026-01-07,115218.4
2026-01-08,115353.9
2026-01-09,115217.7
2026-01-10,115324.9
2026-01-11,115167.1
2026-01-12,115459.3
2026-01-13,115742.0
2026-01-14,115911.1
2026-01-15,116042.7
2026-01-16,116470.6
2026-01-17,116522.6
2026-01-18,116321.7
2026-01-19,116466.5
2026-01-20,116958.7
2026-01-21,116788.8
2026-01-22,116756.5
2026-01-23,116888.7
2026-01-24,116919.0
2026-01-25,116749.7
2026-01-26,117027.9
2026-01-27,117560.8
2026-01-28,117638.5
2026-01-29,117479.6
2026-01-30,117181.1
2026-01-31,117267.3
2026-02-01,117532.8
2026-02-02,117662.4
2026-02-03,117688.1
2026-02-04,117586.7
2026-02-05,117375.9
2026-02-06,117576.0
2026-02-07,117791.5
2026-02-08,117478.5
2026-02-09,117835.6
2026-02-10,117973.4
2026-02-11,118286.6
2026-02-12,118010.5
2026-02-13,117727.8
2026-02-14,117704.1
2026-02-15,117818.4
2026-02-16,118208.3
2026-02-17,118362.9
2026-02-18,118312.5
2026-02-19,118092.4
2026-02-20,118354.4
2026-02-21,118144.2
2026-02-22,118488.1
2026-02-23,118420.4
2026-02-24,118752.9
2026-02-25,118888.3
2026-02-26,118847.2
2026-02-27,118722.5
2026-02-28,118634.4
2026-03-01,118709.4
2026-03-02,118707.6
2026-03-03,118560.5
2026-03-04,118503.4
2026-03-05,118497.0
2026-03-06,118016.7
2026-03-07,118088.4
2026-03-08,117850.9
2026-03-09,117574.8
2026-03-10,117183.1
2026-03-11,116767.3
2026-03-12,116443.9
2026-03-13,116257.1
2026-03-14,116637.5
2026-03-15,116486.9
2026-03-16,116485.0
2026-03-17,116529.1
2026-03-18,116514.2
2026-03-19,116453.5
2026-03-20,116153.1
2026-03-21,116415.1
2026-03-22,116751.3
2026-03-23,116343.2
2026-03-24,116074.0
2026-03-25,115962.0
2026-03-26,115703.1
2026-03-27,115755.4
2026-03-28,115544.4
2026-03-29,115946.1
2026-03-30,116139.4
2026-03-31,116123.9
2026-04-01,116279.6
2026-04-02,116450.6
2026-04-03,116266.8
2026-04-04,116028.5
2026-04-05,115978.3
2026-04-06,116092.5
2026-04-07,116052.8
2026-04-08,115649.8
2026-04-09,115409.4
2026-04-10,115321.8
2026-04-11,115232.8
2026-04-12,115574.0
2026-04-13,115207.1
2026-04-14,115237.3
2026-04-15,115473.1
2026-04-16,115871.7
2026-04-17,115707.4
2026-04-18,115730.2
2026-04-19,115768.4
2026-04-20,115727.2
2026-04-21,115623.6
2026-04-22,115631.0
2026-04-23,115017.6
2026-04-24,115075.1
2026-04-25,115015.7
2026-04-26,114883.0
2026-04-27,115222.4
2026-04-28,114994.0
2026-04-29,114821.8
2026-04-30,115146.8
2026-05-01,114884.3
2026-05-02,114680.0
2026-05-03,114559.0
2026-05-04,114642.2
2026-05-05,114593.7
2026-05-06,114234.4
2026-05-07,114032.3
2026-05-08,113814.6
2026-05-09,113706.1
2026-05-10,113701.0
2026-05-11,113693.9
2026-05-12,113234.9
2026-05-13,113360.3
2026-05-14,113318.5
2026-05-15,113508.8
2026-05-16,113505.6
2026-05-17,113636.8
2026-05-18,113637.7
2026-05-19,113818.3
2026-05-20,113830.0
